customer_id,Total Orders,Total Order Days,Average Orders Placed,Total Order Value,Average Order Value,Average Order Gap Days,Order Consistency Score
8041,51.0,38.0,1.3421052631578947,127171.3,2493.5549019607843,1.66,0.5975671806481603
4308,10.0,9.0,1.1111111111111112,19910.0,1991.0,19.11111111111111,0.03857980964954721
7964,22.0,20.0,1.1,16874.0,767.0,4.428571428571429,0.07924104529856367
8533,7.0,6.0,1.1666666666666667,6530.0,932.8571428571429,2.1666666666666665,0.4316639839557218
5527,19.0,18.0,1.0555555555555556,216044.0,11370.736842105263,10.166666666666666,0.07919530048163294
5543,75.0,71.0,1.056338028169014,221273.0,2950.306666666667,2.5675675675675675,0.4605511479838489
5453,32.0,31.0,1.032258064516129,1533244.0,47913.875,5.419354838709677,0.2186432473280177
3423,24.0,23.0,1.0434782608695652,50288.72,2095.3633333333332,8.08695652173913,0.24259144672262206
4774,35.0,32.0,1.09375,25360.0,724.5714285714286,5.5588235294117645,0.20616657060010593
3667,148.0,120.0,1.2333333333333334,375276.0,2535.6486486486488,1.2653061224489797,1.0336232185271705
4405,7.0,7.0,1.0,35342.0,5048.857142857143,9.0,0.12867108760104382
34,43.0,42.0,1.0238095238095237,76866.0,1787.5813953488373,4.5,0.12078127476957408
1920,59.0,57.0,1.0350877192982457,1411562.8399999999,23924.79389830508,3.2413793103448274,0.6235009090718368
1000,26.0,25.0,1.04,71080.0,2733.846153846154,6.16,0.19845762406291828
5372,62.0,57.0,1.087719298245614,880461.0,14200.983870967742,3.1147540983606556,0.38060162996076863
1118,18.0,18.0,1.0,23107.0,1283.7222222222222,7.117647058823529,0.13320262886963202
6080,6.0,6.0,1.0,65370.0,10895.0,28.2,0.07203753271465703
411,127.0,113.0,1.1238938053097345,665555.3999999999,5240.593700787401,1.4682539682539681,0.9027689367281474
5940,69.0,66.0,1.0454545454545454,412245.0,5974.565217391304,2.735294117647059,0.5045023007885211
1533,10.0,10.0,1.0,43021.0,4302.1,19.444444444444443,0.10125941076872053
2414,158.0,132.0,1.196969696969697,617071.0,3905.512658227848,1.21656050955414,0.9734069111772389
6365,27.0,25.0,1.08,568200.0,21044.444444444445,7.038461538461538,0.1786894919147146
1939,48.0,39.0,1.2307692307692308,75095.59,1564.4914583333332,3.978723404255319,0.1829069182707455
4547,106.0,92.0,1.1521739130434783,579466.0,5466.66037735849,1.8285714285714285,0.6892497616863097
7608,9.0,7.0,1.2857142857142858,130050.0,14450.0,10.625,0.07310276029558725
9086,1.0,1.0,1.0,229500.0,229500.0,0.0,0.0
1226,87.0,70.0,1.2428571428571429,644712.4,7410.48735632184,2.1744186046511627,0.4344264245039078
6889,9.0,8.0,1.125,135857.0,15095.222222222223,15.5,0.11385487888118018
1176,40.0,37.0,1.0810810810810811,1312981.0,32824.525,4.410256410256411,0.2644335091985686
5845,46.0,46.0,1.0,1361914.0,29606.82608695652,4.111111111111111,0.3331453250361583
7992,15.0,15.0,1.0,8217.0,547.8,6.642857142857143,0.05652182166187389
6562,18.0,16.0,1.125,542745.0,30152.5,10.764705882352942,0.12132015086268737
7734,15.0,13.0,1.1538461538461537,13887.0,925.8,5.285714285714286,0.19644814968624139
8164,69.0,39.0,1.7692307692307692,174391.5,2527.413043478261,1.2058823529411764,0.5361020866348801
5494,17.0,16.0,1.0625,152854.0,8991.411764705883,7.5,0.1388529874121587
7488,5.0,5.0,1.0,224813.0,44962.6,25.0,0.04349194668596166
5322,83.0,71.0,1.1690140845070423,1782009.0,21469.98795180723,2.3048780487804876,0.5084005543294853
8019,35.0,31.0,1.1290322580645162,114438.8,3269.6800000000003,2.4411764705882355,0.5371247000635749
5065,46.0,39.0,1.1794871794871795,123279.0,2679.978260869565,4.022222222222222,0.17449982522701618
1744,183.0,166.0,1.1024096385542168,588347.6,3215.014207650273,1.0494505494505495,1.6490808972089634
7626,47.0,38.0,1.236842105263158,93602.6,1991.544680851064,2.0869565217391304,0.47475240490180703
59,31.0,28.0,1.1071428571428572,108111.52,3487.468387096774,5.966666666666667,0.14316118109316742
5082,56.0,51.0,1.0980392156862746,126403.2,2257.2,3.1818181818181817,0.39959497398178534
3838,25.0,22.0,1.1363636363636365,85461.0,3418.44,7.125,0.11184507157696892
8202,43.0,39.0,1.1025641025641026,177920.0,4137.674418604651,2.0238095238095237,0.6865762174591948
5783,127.0,118.0,1.076271186440678,631988.8,4976.289763779528,1.492063492063492,1.031445442661048
3127,19.0,18.0,1.0555555555555556,184222.0,9695.894736842105,6.388888888888889,0.20924364860800126
7255,9.0,9.0,1.0,589140.0,65460.0,9.375,0.15177522135212815
9324,1.0,1.0,1.0,1370.0,1370.0,0.0,0.0
8288,2.0,2.0,1.0,8085.0,4042.5,5.0,0.0
8807,3.0,3.0,1.0,11084.0,3694.6666666666665,11.0,0.07856735840349205
7591,27.0,20.0,1.35,69337.8,2568.0666666666666,3.6538461538461537,0.26807186050731313
6242,32.0,32.0,1.0,56590.0,1768.4375,6.064516129032258,0.26794050049280704
7250,11.0,11.0,1.0,59755.0,5432.272727272727,6.2,0.19221256665220443
7660,22.0,16.0,1.375,40745.0,1852.0454545454545,3.238095238095238,0.13075456300355434
4993,46.0,44.0,1.0454545454545454,815120.0,17720.0,4.222222222222222,0.28136788579905897
7935,25.0,21.0,1.1904761904761905,317781.0,12711.24,4.333333333333333,0.2558604319518215
538,107.0,95.0,1.1263157894736842,497065.0,4645.467289719626,1.7641509433962264,0.6518566939996797
3776,90.0,83.0,1.0843373493975903,748765.0,8319.611111111111,1.898876404494382,0.6566406142531201
5538,54.0,51.0,1.0588235294117647,190061.0,3519.6481481481483,3.547169811320755,0.32875176159866126
8349,5.0,4.0,1.25,50622.0,10124.4,11.25,0.07314348830968098
4770,14.0,14.0,1.0,249010.0,17786.428571428572,12.0,0.08681978664916593
770,9.0,9.0,1.0,76575.0,8508.333333333334,16.25,0.12948522558848546
1082,44.0,36.0,1.2222222222222223,129785.0,2949.659090909091,4.348837209302325,0.18617192823532916
6413,12.0,10.0,1.2,1368455.0,114037.91666666667,13.818181818181818,0.09742136302434273
5287,41.0,37.0,1.1081081081081081,139481.0,3401.9756097560976,4.675,0.27741089121528045
6191,3.0,2.0,1.5,212050.0,70683.33333333333,4.0,0.1767763827971893
485,144.0,124.0,1.1612903225806452,1193789.0,8290.201388888889,1.3356643356643356,0.9423928716732621
1856,106.0,101.0,1.0495049504950495,244079.0,2302.632075471698,1.8095238095238095,0.8803431703084451
3538,111.0,100.0,1.11,79511.04000000001,716.3156756756757,1.7363636363636363,0.5477035698317162
678,34.0,33.0,1.0303030303030303,107175.0,3152.205882352941,5.696969696969697,0.5469432048113082
7092,11.0,11.0,1.0,93396.0,8490.545454545454,7.3,0.13691619053563617
3128,157.0,148.0,1.0608108108108107,837740.0,5335.923566878981,1.2243589743589745,1.2378927917372
4928,71.0,71.0,1.0,61727.91,869.4071830985916,2.657142857142857,0.7026067082449552
3733,39.0,35.0,1.1142857142857143,944315.0,24213.20512820513,4.921052631578948,0.1565992387752918
8784,5.0,5.0,1.0,13829.0,2765.8,11.0,0.09477351372071036
5644,12.0,12.0,1.0,187240.0,15603.333333333334,17.0,0.06252438928391735
5588,33.0,33.0,1.0,91555.0,2774.3939393939395,5.625,0.2496222079510561
1403,8.0,8.0,1.0,22565.0,2820.625,11.285714285714286,0.20744302434259373
3522,20.0,19.0,1.0526315789473684,34600.0,1730.0,7.7894736842105265,0.1407070909523099
3660,130.0,113.0,1.1504424778761062,457528.0,3519.4461538461537,1.426356589147287,0.8490641127413814
877,66.0,58.0,1.1379310344827587,735033.0,11136.863636363636,2.9076923076923076,0.41848170051977635
8605,9.0,9.0,1.0,153945.0,17105.0,7.375,0.2396573014485134
2774,71.0,70.0,1.0142857142857142,469821.0,6617.197183098591,2.557142857142857,0.5282448628642509
7770,17.0,16.0,1.0625,51593.0,3034.8823529411766,6.625,0.1663969826906135
7898,31.0,21.0,1.4761904761904763,2737700.0,88312.90322580645,3.3333333333333335,0.2519986697955668
5478,16.0,15.0,1.0666666666666667,64865.0,4054.0625,10.333333333333334,0.09108842214630339
6549,5.0,5.0,1.0,23513.0,4702.6,43.25,0.11116818758830327
436,18.0,17.0,1.0588235294117647,43310.0,2406.1111111111113,10.235294117647058,0.10874296746329477
8023,21.0,18.0,1.1666666666666667,120766.0,5750.761904761905,3.95,0.08779552133271434
5117,45.0,42.0,1.0714285714285714,188640.0,4192.0,4.340909090909091,0.29447054899161207
7294,14.0,13.0,1.0769230769230769,38348.0,2739.1428571428573,9.76923076923077,0.15549428958831366
5684,149.0,120.0,1.2416666666666667,582456.0,3909.1006711409395,1.2297297297297298,1.046635250195271
7814,15.0,14.0,1.0714285714285714,135189.0,9012.6,5.5,0.145095039495992
1895,90.0,87.0,1.0344827586206897,1130426.0,12560.288888888888,2.1235955056179776,0.8238867035611993
1701,94.0,85.0,1.1058823529411765,272885.0,2903.031914893617,2.053763440860215,0.4732744073798454
8226,45.0,32.0,1.40625,132645.3,2947.673333333333,1.5454545454545454,0.2803983403917564
3991,6.0,6.0,1.0,39748.0,6624.666666666667,34.2,0.023634647041611202
5319,43.0,39.0,1.1025641025641026,348025.8,8093.623255813954,4.5,0.23988243698576228
1510,13.0,12.0,1.0833333333333333,29555.0,2273.4615384615386,10.0,0.09108024391347974
1036,8.0,8.0,1.0,12217.0,1527.125,25.285714285714285,0.09020181023271502
6204,21.0,19.0,1.105263157894737,105344.0,5016.380952380952,8.95,0.14135049874812652
5608,71.0,62.0,1.1451612903225807,857290.0,12074.507042253521,2.7285714285714286,0.3856891607135855
7926,96.0,82.0,1.170731707317073,562195.0,5856.197916666667,1.0947368421052632,1.3972418372338045
2695,135.0,122.0,1.1065573770491803,231305.0,1713.3703703703704,1.4253731343283582,0.9095809143705001
6013,106.0,102.0,1.0392156862745099,682983.0,6443.235849056604,1.7714285714285714,0.8204059234283557
5086,42.0,41.0,1.024390243902439,299966.0,7142.047619047619,4.560975609756097,0.3580001870362811
1611,79.0,76.0,1.0394736842105263,1424092.0,18026.481012658227,2.423076923076923,0.5956270663686356
2459,5.0,5.0,1.0,95150.0,19030.0,21.25,0.042223151385433325
6019,26.0,26.0,1.0,325470.0,12518.076923076924,7.32,0.16334987730592887
7794,13.0,13.0,1.0,67320.0,5178.461538461538,6.416666666666667,0.14234071315601454
7772,50.0,48.0,1.0416666666666667,130078.0,2601.56,2.204081632653061,0.6794949561974777
5032,62.0,52.0,1.1923076923076923,784865.0,12659.112903225807,3.081967213114754,0.3617109752064141
2747,107.0,102.0,1.0490196078431373,277736.43,2595.667570093458,1.7547169811320755,0.3067853786448423
967,18.0,16.0,1.125,1480060.0,82225.55555555556,10.647058823529411,0.101603854377456
4665,22.0,21.0,1.0476190476190477,538356.0,24470.727272727272,8.571428571428571,0.18583235841507664
1693,7.0,7.0,1.0,21275.0,3039.285714285714,27.833333333333332,0.030297920891035706
7872,67.0,45.0,1.488888888888889,223138.7,3330.4283582089556,1.2878787878787878,0.6343470425979088
8306,33.0,28.0,1.1785714285714286,275969.0,8362.69696969697,2.59375,0.3075593018228744
1077,48.0,45.0,1.0666666666666667,135745.0,2828.0208333333335,3.893617021276596,0.2928233459804396
6219,21.0,20.0,1.05,1043375.0,49684.52380952381,7.0,0.20148976896024168
7396,36.0,32.0,1.125,228463.0,6346.194444444444,3.2857142857142856,0.24882597150871377
1548,162.0,138.0,1.173913043478261,1456229.0,8989.067901234568,1.186335403726708,1.1624140921366188
7631,166.0,89.0,1.8651685393258426,487529.0,2936.921686746988,0.6121212121212121,1.4391947294177447
1385,25.0,24.0,1.0416666666666667,47276.0,1891.04,7.666666666666667,0.3541943770731373
8745,21.0,19.0,1.105263157894737,175946.0,8378.380952380952,2.7,0.4398647363344189
7666,35.0,29.0,1.206896551724138,127119.2,3631.9771428571426,2.4705882352941178,0.5277757182032529
6623,24.0,24.0,1.0,1093110.0,45546.25,7.695652173913044,0.1323017719434622
6533,57.0,45.0,1.2666666666666666,783740.0,13749.82456140351,3.357142857142857,0.2889245600600953
7548,16.0,14.0,1.1428571428571428,109476.0,6842.25,6.666666666666667,0.11442132391300429
5609,40.0,38.0,1.0526315789473684,385607.0,9640.175,4.871794871794871,0.31524977494301687
4842,83.0,78.0,1.064102564102564,656226.0,7906.3373493975905,2.2439024390243905,0.7134677763420728
3636,2.0,2.0,1.0,28220.0,14110.0,47.0,0.0
963,7.0,6.0,1.1666666666666667,80867.0,11552.42857142857,15.833333333333334,0.07638999712253627
6233,74.0,51.0,1.4509803921568627,1083005.0,14635.202702702703,2.6301369863013697,0.1694677871866438
328,27.0,24.0,1.125,83885.07,3106.8544444444447,4.384615384615385,0.2564420241735702
7863,50.0,41.0,1.2195121951219512,1115996.0,22319.92,2.0408163265306123,0.5283931572594388
3619,5.0,5.0,1.0,465410.0,93082.0,26.5,0.041134486569019545
6026,63.0,62.0,1.0161290322580645,123779.0,1964.7460317460318,3.0161290322580645,0.5010418684621829
8136,26.0,21.0,1.2380952380952381,45361.3,1744.6653846153847,2.56,0.30608964257140847
7457,23.0,20.0,1.15,52035.0,2262.391304347826,3.590909090909091,0.26399507916551523
3331,117.0,101.0,1.1584158415841583,1516545.0,12961.923076923076,1.5344827586206897,0.7803207573519427
8467,24.0,21.0,1.1428571428571428,661560.0,27565.0,3.3043478260869565,0.3185008918648523
8437,36.0,26.0,1.3846153846153846,616560.0,17126.666666666668,2.0285714285714285,0.41975041055415113
7096,5.0,5.0,1.0,25055.0,5011.0,5.0,0.28867430126388516
5584,50.0,43.0,1.1627906976744187,839730.0,16794.6,3.7142857142857144,0.27914448390093727
4761,19.0,17.0,1.1176470588235294,143253.0,7539.631578947368,8.555555555555555,0.10947572246349566
7837,39.0,30.0,1.3,45212.86,1159.3041025641025,2.736842105263158,0.22902972996926813
527,25.0,22.0,1.1363636363636365,484863.0,19394.52,7.333333333333333,0.10763331922787028
3042,36.0,36.0,1.0,89895.0,2497.0833333333335,5.085714285714285,0.35568819271304747
841,34.0,32.0,1.0625,133603.0,3929.5,4.303030303030303,0.24411757106220114
4118,48.0,43.0,1.1162790697674418,310835.0,6475.729166666667,4.0,0.26893615413056526
5612,38.0,36.0,1.0555555555555556,1159740.0,30519.473684210527,5.162162162162162,0.23266475100838027
85,100.0,88.0,1.1363636363636365,199715.0,1997.15,1.9292929292929293,0.6086861358656219
173,23.0,21.0,1.0952380952380953,93180.0,4051.304347826087,8.0,0.09660908497468643
728,32.0,32.0,1.0,166575.0,5205.46875,5.451612903225806,0.315346384186524
8402,24.0,20.0,1.2,359701.6,14987.566666666666,3.347826086956522,0.24278919185055506
3409,26.0,24.0,1.0833333333333333,2775016.5,106731.40384615384,6.4,0.19674736363917325
1530,43.0,35.0,1.2285714285714286,765759.0,17808.3488372093,4.404761904761905,0.20473645585262903
7855,4.0,3.0,1.3333333333333333,21890.0,5472.5,11.666666666666666,0.051685714553643194
4617,13.0,13.0,1.0,27026.0,2078.923076923077,11.583333333333334,0.09977716199911335
7649,24.0,22.0,1.0909090909090908,184732.6,7697.191666666667,3.608695652173913,0.2923073847896507
2545,6.0,6.0,1.0,8005.0,1334.1666666666667,22.6,0.05925564778015841
5293,23.0,19.0,1.2105263157894737,1040570.0,45242.17391304348,8.454545454545455,0.07880568133201181
4684,31.0,27.0,1.1481481481481481,159895.0,5157.903225806452,5.633333333333334,0.1572372649133881
7355,18.0,16.0,1.125,55430.0,3079.4444444444443,7.470588235294118,0.10735641099750078
8330,11.0,11.0,1.0,20077.0,1825.1818181818182,6.9,0.22062353605392462
1420,175.0,163.0,1.0736196319018405,284972.73,1628.4155999999998,1.0977011494252873,1.557229186765515
8308,9.0,8.0,1.125,78514.0,8723.777777777777,6.375,0.17526690515430676
8477,16.0,14.0,1.1428571428571428,39130.4,2445.65,4.133333333333334,0.3391234235961357
7581,11.0,11.0,1.0,36360.0,3305.4545454545455,8.1,0.12622195984680606
738,63.0,57.0,1.105263157894737,576606.0,9152.47619047619,3.0806451612903225,0.2980662088009925
8643,5.0,5.0,1.0,313860.0,62772.0,12.75,0.07434647608427943
6331,27.0,27.0,1.0,453845.0,16809.074074074073,7.1923076923076925,0.2094194502507109
8726,14.0,13.0,1.0769230769230769,74370.0,5312.142857142857,4.0,0.18206880721921218
6402,12.0,11.0,1.0909090909090908,2503200.0,208600.0,6.363636363636363,0.25437286247740654
5862,73.0,65.0,1.123076923076923,207281.0,2839.4657534246576,2.625,0.4049917377235799
6284,16.0,16.0,1.0,131626.0,8226.625,11.2,0.10416010002723598
7610,53.0,38.0,1.394736842105263,147018.07,2773.925849056604,1.7307692307692308,0.6074074127421167
437,56.0,46.0,1.2173913043478262,4096834.0,73157.75,3.4363636363636365,0.24834816869632587
535,53.0,51.0,1.0392156862745099,125652.5,2370.801886792453,3.3076923076923075,0.28655708268540864
5551,9.0,9.0,1.0,37612.0,4179.111111111111,18.75,0.08505956624923075
2856,30.0,29.0,1.0344827586206897,868573.15,28952.438333333335,6.517241379310345,0.2688976264145886
3043,6.0,6.0,1.0,150695.0,25115.833333333332,31.2,0.07094156392088591
269,7.0,6.0,1.1666666666666667,896767.2,128109.59999999999,25.166666666666668,0.06858862884869944
8502,3.0,3.0,1.0,7640.0,2546.6666666666665,21.0,0.06428239333103503
8078,28.0,26.0,1.0769230769230769,73211.0,2614.6785714285716,3.5555555555555554,0.20208298118143678
2937,4.0,4.0,1.0,13834.44,3458.61,32.0,0.14433735896437383
7540,10.0,10.0,1.0,81068.0,8106.8,7.777777777777778,0.13976163603065184
6180,9.0,9.0,1.0,36125.0,4013.8888888888887,18.75,0.05498274126033658
3825,64.0,61.0,1.0491803278688525,2201532.0,34398.9375,2.8253968253968256,0.47303328231556985
1546,25.0,20.0,1.25,1561977.5,62479.1,6.208333333333333,0.1326069809099918
7896,18.0,17.0,1.0588235294117647,24402.0,1355.6666666666667,5.764705882352941,0.2159607148992557
6421,64.0,59.0,1.0847457627118644,757786.0,11840.40625,2.984126984126984,0.36995827513194174
7510,7.0,7.0,1.0,58950.0,8421.42857142857,8.333333333333334,0.1608166216053955
5363,125.0,117.0,1.0683760683760684,423848.0,3390.784,1.5241935483870968,0.9342234165527472
7694,16.0,13.0,1.2307692307692308,209839.0,13114.9375,5.733333333333333,0.17390178349123417
5298,51.0,44.0,1.1590909090909092,769918.0,15096.43137254902,3.8,0.3235740674595578
8509,7.0,7.0,1.0,6230.0,890.0,6.5,0.4428054819944164
3665,19.0,18.0,1.0555555555555556,369147.0,19428.78947368421,9.777777777777779,0.07998697185251788
4249,123.0,122.0,1.0081967213114753,224774.0,1827.4308943089432,1.5655737704918034,0.9167365398603926
5579,16.0,16.0,1.0,127719.0,7982.4375,11.4,0.10740531360081987
959,35.0,28.0,1.25,578592.8,16531.222857142857,4.823529411764706,0.15447366306969923
8361,7.0,7.0,1.0,11932.0,1704.5714285714287,11.5,0.1509270503281565
5926,18.0,15.0,1.2,134095.0,7449.722222222223,7.9411764705882355,0.10633845273592436
8722,8.0,7.0,1.1428571428571428,294665.6,36833.2,4.142857142857143,0.23477191363712988
7993,22.0,21.0,1.0476190476190477,391344.0,17788.363636363636,4.714285714285714,0.23431112543328103
8701,10.0,9.0,1.1111111111111112,32955.0,3295.5,6.555555555555555,0.12191682707893549
142,19.0,17.0,1.1176470588235294,214767.0,11303.526315789473,9.166666666666666,0.10484531846247826
7538,28.0,27.0,1.037037037037037,435475.0,15552.67857142857,3.5185185185185186,0.30112073708765547
8093,19.0,19.0,1.0,220526.0,11606.631578947368,3.888888888888889,0.4351491556711194
1203,16.0,16.0,1.0,120660.0,7541.25,8.866666666666667,0.23966549526108982
7852,11.0,11.0,1.0,74384.0,6762.181818181818,3.0,0.5883449438964563
7512,10.0,9.0,1.1111111111111112,84565.0,8456.5,9.333333333333334,0.10976413950789489
6349,14.0,14.0,1.0,99140.0,7081.428571428572,12.923076923076923,0.0900777311948656
2292,18.0,18.0,1.0,31410.0,1745.0,8.647058823529411,0.27742779785129784
7387,16.0,13.0,1.2307692307692308,21456.5,1341.03125,4.866666666666666,0.18953063546841573
2944,97.0,80.0,1.2125,703010.0,7247.525773195876,1.9270833333333333,0.6259109374843522
6544,32.0,31.0,1.032258064516129,182272.0,5696.0,6.0,0.18077505471875194
2401,37.0,37.0,1.0,556180.0,15031.891891891892,5.25,0.28638219505889306
5522,20.0,18.0,1.1111111111111112,364203.0,18210.15,7.684210526315789,0.14602839579515836
7447,12.0,12.0,1.0,152729.0,12727.416666666666,11.0,0.10414395994942145
6272,16.0,13.0,1.2307692307692308,252095.0,15755.9375,11.8,0.07340247356006714
7443,34.0,30.0,1.1333333333333333,532490.0,15661.470588235294,3.696969696969697,0.3556634150853061
7274,12.0,12.0,1.0,61404.0,5117.0,10.636363636363637,0.08088359944085069
6997,26.0,25.0,1.04,47028.0,1808.7692307692307,5.44,0.21357272007606323
1372,25.0,23.0,1.0869565217391304,591765.0,23670.6,6.666666666666667,0.13667072752590206
4220,18.0,15.0,1.2,373683.0,20760.166666666668,10.764705882352942,0.07287119133342888
7579,8.0,8.0,1.0,18116.0,2264.5,7.428571428571429,0.10642761263704838
797,44.0,35.0,1.2571428571428571,3908140.0,88821.36363636363,4.325581395348837,0.18983597370798727
6223,30.0,28.0,1.0714285714285714,308874.0,10295.8,6.068965517241379,0.1455409861558805
651,5.0,5.0,1.0,30720.4,6144.08,22.5,0.07392207245068894
4628,17.0,15.0,1.1333333333333333,65001.0,3823.5882352941176,8.6875,0.12569323186822948
6422,94.0,88.0,1.0681818181818181,350856.0,3732.5106382978724,1.7956989247311828,0.5303214626169492
1552,9.0,9.0,1.0,34179.0,3797.6666666666665,19.5,0.056980255762305004
3481,75.0,69.0,1.0869565217391304,1181103.0,15748.04,2.581081081081081,0.7380468449069563
2233,4.0,4.0,1.0,26965.0,6741.25,22.0,0.05688798003641629
6286,53.0,53.0,1.0,283671.0,5352.2830188679245,3.519230769230769,0.2889149817333232
7401,10.0,10.0,1.0,4640.0,464.0,7.222222222222222,0.16796747115556876
4347,64.0,49.0,1.3061224489795917,146295.0,2285.859375,2.984126984126984,0.30860950989516595
4169,22.0,20.0,1.1,62949.0,2861.318181818182,6.761904761904762,0.14634746793450112
3374,90.0,84.0,1.0714285714285714,101303.0,1125.588888888889,1.4831460674157304,0.7189967054809582
5212,7.0,7.0,1.0,99632.0,14233.142857142857,19.666666666666668,0.08630093910400448
7235,7.0,7.0,1.0,17486.0,2498.0,4.833333333333333,0.1884219328774815
657,60.0,53.0,1.1320754716981132,119829.0,1997.15,3.152542372881356,0.38288584171986306
5563,7.0,7.0,1.0,15350.0,2192.8571428571427,28.166666666666668,0.1164312110443248
4735,10.0,10.0,1.0,262668.0,26266.8,15.333333333333334,0.10570317278461253
2548,19.0,19.0,1.0,169986.0,8946.631578947368,7.611111111111111,0.11162785339482896
5542,131.0,109.0,1.201834862385321,850073.0,6489.106870229008,1.4461538461538461,0.779825638262526
6803,8.0,8.0,1.0,12930.0,1616.25,19.571428571428573,0.06424447982019744
7476,62.0,50.0,1.24,669050.0,10791.129032258064,1.9180327868852458,0.47088795027685015
3783,9.0,9.0,1.0,193884.5,21542.722222222223,15.125,0.062449885225241954
5164,13.0,13.0,1.0,355325.0,27332.69230769231,11.5,0.10191730237466316
4624,60.0,60.0,1.0,187215.0,3120.25,3.1864406779661016,0.6706591250156803
5113,20.0,19.0,1.0526315789473684,545574.0,27278.7,8.578947368421053,0.1093030409790177
8527,25.0,21.0,1.1904761904761905,84618.4,3384.736,2.1666666666666665,0.3485369800226656
5547,43.0,41.0,1.048780487804878,295306.0,6867.581395348837,3.9285714285714284,0.13845469579132288
6082,33.0,30.0,1.1,518765.0,15720.151515151516,5.8125,0.16216094394229974
5640,44.0,41.0,1.0731707317073171,1253029.0,28477.93181818182,4.3023255813953485,0.2643388857315384
8505,3.0,3.0,1.0,12060.0,4020.0,2.0,0.7071017812219025
4320,17.0,16.0,1.0625,198775.0,11692.64705882353,8.6875,0.10308948163806639
5523,1.0,1.0,1.0,5110.0,5110.0,0.0,0.0
4773,22.0,22.0,1.0,172705.0,7850.227272727273,8.666666666666666,0.17864708110425806
7580,15.0,14.0,1.0714285714285714,943025.0,62868.333333333336,7.642857142857143,0.14172517870773352
1305,21.0,21.0,1.0,263570.0,12550.952380952382,7.25,0.27805379676428094
3803,50.0,42.0,1.1904761904761905,443981.0,8879.62,3.9183673469387754,0.2641972766298852
8378,41.0,37.0,1.1081081081081081,120793.0,2946.170731707317,2.05,0.6311581819522484
1234,82.0,74.0,1.1081081081081081,230177.0,2807.0365853658536,2.345679012345679,0.48627104654141284
990,130.0,103.0,1.2621359223300972,262613.0,2020.1,1.4806201550387597,0.7361399982882383
4116,26.0,25.0,1.04,358531.0,13789.653846153846,7.44,0.21316796614975111
7858,36.0,30.0,1.2,128644.0,3573.4444444444443,2.7714285714285714,0.5033930906992622
5070,52.0,51.0,1.0196078431372548,1079814.0,20765.653846153848,3.6862745098039214,0.44633728460531974
4968,59.0,52.0,1.1346153846153846,279640.0,4739.661016949152,3.2413793103448274,0.2504638368588143
6181,21.0,19.0,1.105263157894737,551960.0,26283.809523809523,9.45,0.09823336700750183
5791,27.0,27.0,1.0,178476.0,6610.222222222223,6.269230769230769,0.17687420069722726
7675,18.0,14.0,1.2857142857142858,165101.0,9172.277777777777,6.470588235294118,0.14884011300766953
3330,65.0,42.0,1.5476190476190477,9949890.56,153075.2393846154,1.8125,0.33136564979622846
4741,16.0,16.0,1.0,127765.0,7985.3125,12.266666666666667,0.11721700586884275
5477,25.0,25.0,1.0,78685.0,3147.4,7.708333333333333,0.25972403139812056
4210,7.0,7.0,1.0,1542055.0,220293.57142857142,29.333333333333332,0.045498414937947755
